Date,Sales
44571.58333,118.6041915
44571.625,126.9505252
44571.66667,135.0234401
44571.70833,124.8598805
44571.75,136.290191
44571.79167,145.3044614
44571.83333,136.3770898
44571.875,144.6754167
44571.91667,134.5210245
44571.95833,143.8849178
44572,133.8481865
44572.04167,123.2014493
44572.08333,132.0094289
44572.125,141.3946372
44572.16667,131.724904
44572.20833,121.2759551
44572.25,110.9534059
44572.29167,100.7914022
44572.33333,111.616129
44572.375,120.2640997
44572.41667,110.6488953
44572.45833,120.1174744
44572.5,131.5129243
44572.54167,141.1648687
44572.58333,131.7823017
44572.625,121.4681124
44572.66667,131.4951702
44572.70833,121.3820727
44572.75,130.0921838
44572.79167,139.3315983
44572.83333,129.4158357
44572.875,118.7194085
44572.91667,110.8865492
44572.95833,101.058498
44573,90.53580936
44573.04167,80.90881423
44573.08333,91.52067231
44573.125,82.05779956
44573.16667,71.70383959
44573.20833,79.91302452
44573.25,90.21906178
44573.29167,80.76133772
44573.33333,90.62239972
44573.375,98.63877262
44573.41667,88.7721304
44573.45833,97.51149596
44573.5,105.8299915
44573.54167,95.62018666
44573.58333,103.73187
44573.625,93.32865224
44573.66667,101.51028
44573.70833,110.5696891
44573.75,121.107316
44573.79167,111.4713499
44573.83333,122.8842033
44573.875,113.8910823
44573.91667,103.2776889
44573.95833,112.2189965
44574,120.6685834
44574.04167,110.479013
44574.08333,99.91632304
44574.125,89.61002388
44574.16667,79.39045216
44574.20833,88.74981552
44574.25,97.32104029
44574.29167,87.19465893
44574.33333,96.63401873
44574.375,105.125698
44574.41667,114.4262774
44574.45833,123.4336835
44574.5,113.429779
44574.54167,103.1839419
44574.58333,112.3796117
44574.625,121.3562041
44574.66667,110.6250156
44574.70833,118.8127394
44574.75,128.8570032
44574.79167,118.6394175
44574.83333,127.5147733
44574.875,116.9467467
44574.91667,106.3926598
44574.95833,116.1507027
44575,125.4713689
44575.04167,134.7729843
44575.08333,144.8617504
44575.125,152.8953565
44575.16667,161.9864813
44575.20833,151.5157214
44575.25,160.0343875
44575.29167,149.4015163
44575.33333,157.5567098
44575.375,166.5089611
44575.41667,156.4953597
44575.45833,167.8431793
44575.5,157.998595
44575.54167,148.3413647
44575.58333,158.1943421
44575.625,167.4610024
44575.66667,176.4595941
44575.70833,185.4649469
44575.75,174.725969
44575.79167,164.783498
44575.83333,172.9047853
44575.875,162.7642308
44575.91667,172.3244224
44575.95833,161.706774
44576,151.6997215
44576.04167,141.2389688
44576.08333,149.8996591
44576.125,139.6570112
44576.16667,129.6470095
44576.20833,138.0369091
44576.25,146.4288556
44576.29167,136.1351044
44576.33333,125.8090389
44576.375,134.1803188
44576.41667,124.7335947
44576.45833,115.2503121
44576.5,105.1469119
44576.54167,94.58901436
44576.58333,103.0864665
44576.625,113.4470364
44576.66667,122.8192918
44576.70833,112.2132365
44576.75,101.4803511
44576.79167,91.6326275
44576.83333,80.89928933
44576.875,70.4090821
44576.91667,78.9254318
44576.95833,68.91993965
44577,77.75089407
44577.04167,88.20327633
44577.08333,77.55116046
44577.125,86.19389922
44577.16667,95.29812961
44577.20833,84.90922803
44577.25,93.267776
44577.29167,101.2879238
44577.33333,109.4442056
44577.375,99.38991441
44577.41667,107.4291307
44577.45833,116.225928
44577.5,126.5477577
44577.54167,136.082591
44577.58333,147.527683
44577.625,137.4682958
44577.66667,146.8640088
44577.70833,155.157356
44577.75,166.6610407
44577.79167,156.6385092
44577.83333,146.6442588
44577.875,136.4337122
44577.91667,127.5952184
44577.95833,117.3183979
44578,107.2516173
44578.04167,115.4922473
44578.08333,124.0390569
44578.125,135.0409302
44578.16667,144.5616084
44578.20833,134.3308217
44578.25,124.3893949
44578.29167,133.1764655
44578.33333,123.6146754
44578.375,134.5450095
44578.41667,144.4321136
44578.45833,134.1043717
44578.5,124.8961928
44578.54167,135.0623886
44578.58333,124.4154745
44578.625,134.3959806
44578.66667,125.0809655
44578.70833,114.870403
44578.75,122.8787929
44578.79167,130.9539618
44578.83333,120.6090208
44578.875,129.6055807
44578.91667,119.8164391
44578.95833,109.1945806
44579,117.3870536
44579.04167,126.2101557
44579.08333,135.3487395
44579.125,125.6109174
44579.16667,116.2416202
44579.20833,126.2859031
44579.25,134.8176055
44579.29167,124.7412434
44579.33333,135.2230866
44579.375,143.408166
44579.41667,153.2950415
44579.45833,161.403071
44579.5,172.7002677
44579.54167,183.5088131
44579.58333,172.9828808
44579.625,182.5373943
44579.66667,191.5699958
44579.70833,201.7598063
44579.75,191.8782374
44579.79167,200.9759198
44579.83333,210.669399
44579.875,201.5022645
44579.91667,191.8171972
44579.95833,182.9025061
44580,172.3949723
44580.04167,181.5430399
44580.08333,191.9468112
44580.125,200.0653628
44580.16667,210.6711477
44580.20833,201.163239
44580.25,191.9462832
44580.29167,181.2462761
44580.33333,189.8607808
44580.375,179.1402061
44580.41667,170.250904
44580.45833,159.581112
44580.5,150.0051346
44580.54167,159.0766107
44580.58333,167.6631679
44580.625,157.7590597
44580.66667,147.4715399
44580.70833,137.6748321
44580.75,126.9812432
44580.79167,136.509471
44580.83333,126.6466244
44580.875,135.4530988
44580.91667,125.1803307
44580.95833,115.1439162
44581,104.4902436
44581.04167,94.67196165
44581.08333,84.42024602
44581.125,74.74833612
44581.16667,85.89189634
44581.20833,93.94831802
44581.25,83.82807098
44581.29167,92.17043883
44581.33333,81.52153408
44581.375,70.97040672
44581.41667,79.95307344
44581.45833,89.16508578
44581.5,78.89253681
44581.54167,68.66077322
44581.58333,58.15831975
44581.625,49.4800488
44581.66667,40.09372076
44581.70833,50.28071958
44581.75,60.91266793
44581.79167,50.38680036
44581.83333,59.3092915
44581.875,67.80729175
44581.91667,80.73350104
44581.95833,90.5248209
44582,79.88994673
44582.04167,69.99993313
44582.08333,60.69573482
44582.125,69.02127664
44582.16667,58.95199231
44582.20833,49.48202065
44582.25,39.31393624
44582.29167,29.53732944
44582.33333,40.23675606
44582.375,49.64737967
44582.41667,38.90455505
44582.45833,49.27246567
44582.5,57.39625496
44582.54167,47.42141074
44582.58333,57.85840927
44582.625,66.72066534
44582.66667,56.90418688
44582.70833,46.32549169
44582.75,36.36354812
44582.79167,26.85806787
44582.83333,36.33995195
44582.875,47.39501857
44582.91667,37.90372939
44582.95833,46.80448017
44583,36.64005848
44583.04167,26.32847133
44583.08333,16.11162586
44583.125,6.139217551
44583.16667,14.21685216
44583.20833,4.214707261
44583.25,12.64743818
44583.29167,1.94265248
44583.33333,-8.592294277
44583.375,-18.52548698
44583.41667,-28.75639278
44583.45833,-19.54776682
44583.5,-10.74629932
44583.54167,-20.6164996
44583.58333,-12.45756791
44583.625,-3.255348516
44583.66667,-12.50288376
44583.70833,-3.633507455
44583.75,-13.78714607
44583.79167,-4.874188203
44583.83333,-14.93725496
44583.875,-24.06286107
44583.91667,-33.34807288
44583.95833,-25.27113696
44584,-16.85558096
44584.04167,-26.791696
44584.08333,-17.76994806
44584.125,-27.02458001
44584.16667,-37.71510819
44584.20833,-47.37519361
44584.25,-57.53854111
44584.29167,-49.46270324
44584.33333,-59.43833121
44584.375,-69.84223122
44584.41667,-60.23216272
44584.45833,-70.46296004
44584.5,-61.12585266
44584.54167,-70.85911649
44584.58333,-62.01142981
44584.625,-51.70492002
44584.66667,-60.23043996
44584.70833,-70.26323424
44584.75,-61.33991883
44584.79167,-71.90717798
44584.83333,-63.31334459
44584.875,-73.51975792
44584.91667,-65.38121426
44584.95833,-75.99110475
44585,-66.12265345
44585.04167,-57.7155801
44585.08333,-49.17541584
44585.125,-59.55472657
44585.16667,-69.86588097
44585.20833,-80.2265786
44585.25,-71.59545517
44585.29167,-81.96656914
44585.33333,-73.50292937
44585.375,-62.18228809
44585.41667,-52.78848856
44585.45833,-63.24506739
44585.5,-53.32312511
44585.54167,-63.70585727
44585.58333,-72.62154519
44585.625,-82.46426751
44585.66667,-91.53055478
44585.70833,-101.9641926
44585.75,-93.93472324
44585.79167,-83.25242354
44585.83333,-74.72933974
44585.875,-85.28214927
44585.91667,-75.95510034
44585.95833,-84.71507856
44586,-76.33809527
44586.04167,-67.10471096
44586.08333,-76.52398334
44586.125,-66.69397687
44586.16667,-58.15238261
44586.20833,-68.52862349
44586.25,-59.51617251
44586.29167,-47.88306393
44586.33333,-39.59207793
44586.375,-31.19492499
44586.41667,-41.53150018
44586.45833,-51.51664025
44586.5,-42.18810294
44586.54167,-52.1676275
44586.58333,-44.05312152
44586.625,-54.37322981
44586.66667,-45.60686209
44586.70833,-37.07300272
44586.75,-27.41293881
44586.79167,-37.70392405
44586.83333,-48.21103661
44586.875,-58.08014927
44586.91667,-68.43028533
44586.95833,-59.82660455
44587,-50.61542276
44587.04167,-60.53547397
44587.08333,-51.1441045
44587.125,-40.97508392
44587.16667,-32.31358808
44587.20833,-21.31071478
44587.25,-31.3643045
44587.29167,-40.99411526
44587.33333,-50.14326704
44587.375,-39.74959614
44587.41667,-30.70261109
44587.45833,-41.40258489
44587.5,-32.95463509
44587.54167,-42.69169494
44587.58333,-30.77849178
44587.625,-22.57173788
44587.66667,-14.39670621
44587.70833,-5.235479614
44587.75,3.534135156
44587.79167,11.8923496
44587.83333,1.853776605
44587.875,10.60812598
44587.91667,21.61936517
44587.95833,31.77203724
44588,42.32113585
44588.04167,32.03122996
44588.08333,22.17187429
44588.125,11.53508252
44588.16667,19.62424238
44588.20833,29.37494881
44588.25,20.14816698
44588.29167,30.59544749
44588.33333,19.9876546
44588.375,9.621847561
44588.41667,-0.217258501
44588.45833,-9.477887496
44588.5,-0.160814562
44588.54167,7.956494186
44588.58333,-1.632541005
44588.625,-11.21697011
44588.66667,-21.66476388
44588.70833,-10.99432944
44588.75,-21.51069722
44588.79167,-30.90786857
44588.83333,-41.43669981
44588.875,-51.9412486
44588.91667,-60.26405062
44588.95833,-70.96518524
44589,-81.50734416
44589.04167,-72.39341398
44589.08333,-61.43508422
44589.125,-51.63258018
44589.16667,-62.14058036
44589.20833,-71.89470704
44589.25,-59.77733135
44589.29167,-51.68258186
44589.33333,-43.66029499
44589.375,-54.38858241
44589.41667,-46.0716468
44589.45833,-56.69172242
44589.5,-66.92542662
44589.54167,-77.18325357
44589.58333,-87.90377563
44589.625,-98.16469333
44589.66667,-108.2731321
44589.70833,-100.1028438
44589.75,-110.6233643
44589.79167,-100.2169755
44589.83333,-108.5811027
44589.875,-98.8346917
44589.91667,-88.84095539
44589.95833,-97.72490418
44590,-108.1664853
44590.04167,-118.5821886
44590.08333,-128.065428
44590.125,-138.115393
44590.16667,-147.8658748
44590.20833,-137.0622421
44590.25,-127.5651566
44590.29167,-117.5306685
44590.33333,-108.3759932
44590.375,-118.1098466
44590.41667,-128.3877783
44590.45833,-119.604779
44590.5,-129.254864
44590.54167,-120.1140665
44590.58333,-130.6477737
44590.625,-141.0604349
44590.66667,-131.922899
44590.70833,-123.2120777
44590.75,-133.6372081
44590.79167,-123.7822805
44590.83333,-133.5593235
44590.875,-124.5738265
44590.91667,-115.6248645
44590.95833,-126.0962727
44591,-117.5744598
44591.04167,-127.1984576
44591.08333,-117.7200144
44591.125,-128.3036025
44591.16667,-138.5831518
44591.20833,-128.904737
44591.25,-139.0208277
44591.29167,-148.5032125
44591.33333,-157.8522462
44591.375,-148.8826303
44591.41667,-158.4802439
44591.45833,-147.6725732
44591.5,-156.5488367
44591.54167,-145.8345066
44591.58333,-137.4968786
44591.625,-148.1598368
44591.66667,-158.4194096
44591.70833,-149.7807919
44591.75,-160.4969206
44591.79167,-150.7316376
44591.83333,-142.5488734
44591.875,-134.3083906
44591.91667,-144.7311396
44591.95833,-155.4298885
44592,-146.9374057
44592.04167,-156.1482541
44592.08333,-165.6848872
44592.125,-156.4956647
44592.16667,-148.22228
44592.20833,-158.806695
44592.25,-150.7772007
44592.29167,-142.22107
44592.33333,-152.4852862
44592.375,-162.534812
44592.41667,-154.2214596
44592.45833,-164.0909241
44592.5,-155.4377197
44592.54167,-164.6553944
44592.58333,-155.0087454
44592.625,-146.2525894
44592.66667,-137.8429419
44592.70833,-128.2706363
44592.75,-117.6058772
44592.79167,-107.9828851
44592.83333,-117.0760983
44592.875,-126.674479
44592.91667,-136.8621423
44592.95833,-128.8203966
44593,-119.9921422
44593.04167,-130.0889727
44593.08333,-121.7901459
44593.125,-131.8603013
44593.16667,-142.0599352
44593.20833,-151.5439403
44593.25,-161.4630303
44593.29167,-170.9965142
44593.33333,-180.8682283
44593.375,-171.1824014
44593.41667,-181.0779424
44593.45833,-168.8661311
44593.5,-160.0768224
44593.54167,-151.7810847
44593.58333,-161.7585626
44593.625,-152.6380668
44593.66667,-162.8699928
44593.70833,-154.6747771
44593.75,-142.5786418
44593.79167,-153.2421879
44593.83333,-143.4033506
44593.875,-153.5204918
44593.91667,-164.2390022
44593.95833,-153.4057212
44594,-163.5914508
44594.04167,-152.6915331
44594.08333,-143.55913
44594.125,-153.8029099
44594.16667,-144.7910575
44594.20833,-135.2349704
44594.25,-126.2400745
44594.29167,-135.5768722
44594.33333,-145.6724488
44594.375,-156.199682
44594.41667,-166.8826919
44594.45833,-157.8896166
44594.5,-149.605295
44594.54167,-159.153485
44594.58333,-150.5451685
44594.625,-141.5682313
44594.66667,-132.6725666
44594.70833,-122.9433174
44594.75,-113.609042
44594.79167,-104.8743538
44594.83333,-115.5612047
44594.875,-124.8163398
44594.91667,-116.1289507
44594.95833,-107.7966504
44595,-99.36212426
44595.04167,-108.9630505
44595.08333,-118.7400997
44595.125,-109.0550551
44595.16667,-119.7694554
44595.20833,-110.6790543
44595.25,-102.6337449
44595.29167,-94.58613511
44595.33333,-85.08488102
44595.375,-95.37044076
44595.41667,-87.21664752
44595.45833,-97.55059976
44595.5,-107.9095532
44595.54167,-118.3812982
44595.58333,-110.0258842
44595.625,-120.3450105
44595.66667,-110.3358007
44595.70833,-120.2806541
44595.75,-130.8624696
44595.79167,-141.2167116
44595.83333,-130.901547
44595.875,-122.5870594
44595.91667,-112.9361081
44595.95833,-122.3491038
44596,-113.9218234
44596.04167,-104.4984141
44596.08333,-96.36675971
44596.125,-86.66199111
44596.16667,-96.9464315
44596.20833,-86.6914756
44596.25,-75.0132386
44596.29167,-85.4366839
44596.33333,-95.78573163
44596.375,-85.46031646
44596.41667,-74.93300103
44596.45833,-85.21242701
44596.5,-95.58425887
44596.54167,-106.0806527
44596.58333,-115.6206473
44596.625,-125.5438605
44596.66667,-135.3901338
44596.70833,-145.449116
44596.75,-156.1678996
44596.79167,-147.793156
44596.83333,-137.3123553
44596.875,-147.1638366
44596.91667,-137.5889208
44596.95833,-148.1463308
44597,-158.8518135
44597.04167,-149.7721023
44597.08333,-159.5116525
44597.125,-150.8997969
44597.16667,-142.6334733
44597.20833,-133.8455513
44597.25,-125.3828815
44597.29167,-113.4544013
44597.33333,-123.6304353
44597.375,-133.902538
44597.41667,-144.0917116
44597.45833,-154.3417821
44597.5,-164.5181337
44597.54167,-154.6157073
44597.58333,-144.3429005
44597.625,-154.5792288
44597.66667,-164.5801088
44597.70833,-155.8258439
44597.75,-166.0788432
44597.79167,-157.0661523
44597.83333,-148.7414754
44597.875,-158.1273057
44597.91667,-147.6512974
44597.95833,-136.7778931
44598,-146.9763833
44598.04167,-157.3774519
44598.08333,-148.9200673
44598.125,-140.3849364
44598.16667,-131.3312656
44598.20833,-120.1149383
44598.25,-130.7056858
44598.29167,-140.7372183
44598.33333,-150.245831
44598.375,-160.3379939
44598.41667,-171.0581797
44598.45833,-160.1868871
44598.5,-170.4710369
44598.54167,-162.1129762
44598.58333,-172.8481956
44598.625,-162.9467664
44598.66667,-150.9036745
44598.70833,-161.1758926
44598.75,-171.4853971
44598.79167,-161.8147397
44598.83333,-152.7237133
44598.875,-141.7689816
44598.91667,-132.8346965
44598.95833,-143.2613336
44599,-134.3162859
44599.04167,-124.5423601
44599.08333,-115.2295886
44599.125,-106.4179502
44599.16667,-96.71127069
44599.20833,-86.84039775
44599.25,-76.62894336
44599.29167,-67.59100754
44599.33333,-78.19060127
44599.375,-69.95585937
44599.41667,-60.02544503
44599.45833,-70.04020292
44599.5,-61.45032563
44599.54167,-71.8463207
44599.58333,-63.80032898
44599.625,-53.754806
44599.66667,-45.44904749
44599.70833,-37.37474901
44599.75,-46.90087849
44599.79167,-37.70687278
44599.83333,-28.67409809
44599.875,-17.21289053
44599.91667,-27.68589012
44599.95833,-19.3352496
44600,-10.93623571
44600.04167,-0.412310458
44600.08333,-11.07654448
44600.125,-2.630110037
44600.16667,6.342524378
44600.20833,14.64109898
44600.25,4.292889228
44600.29167,12.60343322
44600.33333,22.32124402
44600.375,12.49510779
44600.41667,20.70785926
44600.45833,10.587968
44600.5,20.5000426
44600.54167,11.12091082
44600.58333,0.873940482
44600.625,9.477479482
44600.66667,19.98231793
44600.70833,9.291493163
44600.75,-0.958827263
44600.79167,10.05102405
44600.83333,0.604236559
44600.875,-8.16683808
44600.91667,0.53718504
44600.95833,-9.760966158
44601,-19.59185662
44601.04167,-10.45848631
44601.08333,-2.068405165
44601.125,-12.3107344
44601.16667,-21.90846044
44601.20833,-12.51252871
44601.25,-3.472206829
44601.29167,-14.13294855
44601.33333,-3.178329358
44601.375,-12.96525307
44601.41667,-22.34228041
44601.45833,-32.46956315
44601.5,-43.17853574
44601.54167,-34.78919262
44601.58333,-45.32208017
44601.625,-36.75879153
44601.66667,-46.38240605
44601.70833,-36.07238268
44601.75,-46.74844662
44601.79167,-36.96077329
44601.83333,-28.41241274
44601.875,-19.68160759
44601.91667,-10.76997994
44601.95833,-2.053646242
44602,6.974710173
44602.04167,17.10135422
44602.08333,25.41578809
44602.125,34.55019411
44602.16667,23.88095623
44602.20833,34.18514377
44602.25,24.04389685
44602.29167,34.92540154
44602.33333,24.21154369
44602.375,14.74924129
44602.41667,22.95420835
44602.45833,12.81715484
44602.5,22.16218452
44602.54167,11.9995461
44602.58333,1.651111192
44602.625,-7.39830215
44602.66667,-17.74122646
44602.70833,-26.30973507
44602.75,-35.63422253
44602.79167,-26.41755908
44602.83333,-17.16027882
44602.875,-8.479546725
44602.91667,-18.3592682
44602.95833,-29.06632798
44603,-39.81308569
44603.04167,-49.52055747
44603.08333,-39.11512019
44603.125,-29.71134052
44603.16667,-40.26247277
44603.20833,-32.21945542
44603.25,-23.88604293
44603.29167,-32.79848155
44603.33333,-43.32602191
44603.375,-53.46223608
44603.41667,-63.31077807
44603.45833,-73.80778781
44603.5,-62.93148937
44603.54167,-53.90614079
44603.58333,-64.1420797
44603.625,-55.22594725
44603.66667,-44.98697855
44603.70833,-35.50756466
44603.75,-27.41215606
44603.79167,-37.57991296
44603.83333,-28.46275566
44603.875,-19.83317905
44603.91667,-10.40086989
44603.95833,-1.384595011
44604,8.294689333
44604.04167,-1.973598976
44604.08333,8.134231529
44604.125,16.4503909
44604.16667,27.77080829
44604.20833,17.64107733
44604.25,28.41861941
44604.29167,36.73527667
44604.33333,26.57155287
44604.375,16.25705012
44604.41667,5.795362699
44604.45833,14.47402821
44604.5,23.31056499
44604.54167,13.076895
44604.58333,2.34881413
44604.625,13.7764467
44604.66667,24.54051578
44604.70833,33.23863365
44604.75,41.29943921
44604.79167,49.49148934
44604.83333,58.47311809
44604.875,48.6436314
44604.91667,38.12527028
44604.95833,28.87699595
44605,37.51575295
44605.04167,46.55126645
44605.08333,36.23613427
44605.125,46.75451309
44605.16667,37.10770218
44605.20833,27.67563958
44605.25,36.03476249
44605.29167,45.71011977
44605.33333,56.40440408
44605.375,46.06739991
44605.41667,55.79328925
44605.45833,45.07794687
44605.5,34.48331144
44605.54167,43.89716734
44605.58333,52.94088394
44605.625,43.60963689
44605.66667,53.97210145
44605.70833,64.18024761
44605.75,53.99325404
44605.79167,62.6265397
44605.83333,71.416988
44605.875,79.83406602
44605.91667,69.57934066
44605.95833,59.43380169
44606,48.70680035
44606.04167,58.58316678
44606.08333,67.45292703
44606.125,57.03647993
44606.16667,66.27119787
44606.20833,58.08488623
44606.25,67.92291135
44606.29167,58.73865375
44606.33333,48.3148506
44606.375,38.5725535
44606.41667,28.98776683
44606.45833,38.84508969
44606.5,28.51602077
44606.54167,37.07042698
44606.58333,26.3626555
44606.625,35.12592083
44606.66667,43.24883585
44606.70833,33.65352885
44606.75,43.24755576
44606.79167,32.94193669
44606.83333,23.5928604
44606.875,13.22816404
44606.91667,23.62937971
44606.95833,32.98973449
44607,22.55352142
44607.04167,12.11785335
44607.08333,1.657324895
44607.125,12.98012167
44607.16667,21.59121839
44607.20833,30.27928503
44607.25,39.92773855
44607.29167,48.30980121
44607.33333,37.79293914
44607.375,27.219654
44607.41667,16.53409514
44607.45833,5.817595151
44607.5,14.98180242
44607.54167,23.06491584
44607.58333,32.23713996
44607.625,21.55978488
44607.66667,29.68560119
44607.70833,20.7339818
44607.75,30.20010608
44607.79167,38.75448765
44607.83333,48.35130382
44607.875,40.20793366
44607.91667,51.54933319
44607.95833,40.92496385
44608,50.69805636
44608.04167,40.8839717
44608.08333,49.86440994
44608.125,40.06248395
44608.16667,29.87387602
44608.20833,40.93632618
44608.25,30.35794034
44608.29167,38.70583294
44608.33333,48.09794131
44608.375,56.89103233
44608.41667,65.13170258
44608.45833,73.71564018
44608.5,85.56110512
44608.54167,74.86296203
44608.58333,83.18472051
44608.625,92.86576754
44608.66667,102.634609
44608.70833,112.5338575
44608.75,121.5558259
44608.79167,111.8345303
44608.83333,122.4480208
44608.875,112.7297316
44608.91667,121.2139484
44608.95833,111.1427966
44609,100.4505211
44609.04167,108.976541
44609.08333,117.4907125
44609.125,126.1657857
44609.16667,136.7477238
44609.20833,145.4733786
44609.25,134.9431196
44609.29167,144.4856591
44609.33333,154.3888119
44609.375,144.7436589
44609.41667,153.699499
44609.45833,162.8213754
44609.5,152.3391826
44609.54167,162.5403135
44609.58333,151.9253635
44609.625,160.1262858
44609.66667,149.5320505
44609.70833,157.5569769
44609.75,147.7936245
44609.79167,138.3396703
44609.83333,148.8908784
44609.875,138.9031436
44609.91667,129.0453967
44609.95833,120.2334478
44610,110.0585134
44610.04167,100.4992942
44610.08333,111.1265185
44610.125,120.7422258
44610.16667,110.6115611
44610.20833,122.2154584
44610.25,131.7862832
44610.29167,121.3286314
44610.33333,112.8280966
44610.375,124.4936047
44610.41667,114.9942199
44610.45833,105.7250788
44610.5,115.3611915
44610.54167,127.2647953
44610.58333,137.4796318
44610.625,146.3818864
44610.66667,155.3334934
44610.70833,164.6989583
